Date,District,Warehouse_Name,Percent_of_Crime_Solved,Number_of_Lights
2023-08-22,Мышеостровский,Сметанинковы,75.19318663,627
2023-08-22,Краснокотейский,Колбасовы,77.10800766,381
2023-08-22,Краснокотейский,Молочковы,83.16683708,826
2023-08-22,Краснокотейский,Мятновы,78.33898081,840
2023-08-22,Краснокотейский,Сметанинковы,73.35676682,785
2023-08-22,Мышесельский,Колбасовы,79.35114252,474
2023-08-22,Мышесельский,Молочковы,80.22369126,902
2023-08-22,Мышесельский,Мятновы,79.02263762,920
2023-08-22,Мышесельский,Сметанинковы,82.87645609,641
2023-08-22,Петрокотский,Колбасовы,80.53988326,879
2023-08-22,Петрокотский,Молочковы,77.79935535,749
2023-08-22,Петрокотский,Мятновы,82.11371485,715
2023-08-22,Петрокотский,Сметанинковы,76.94052359,694
2023-08-22,Приморский,Колбасовы,82.61251748,645
2023-08-22,Приморский,Молочковы,75.9676147,637
2023-08-22,Приморский,Мятновы,77.63161978,761
2023-08-22,Приморский,Сметанинковы,77.97060007,844
2023-08-22,Невский,Колбасовы,82.35581424,661
2023-08-22,Невский,Молочковы,80.59378631,1015
2023-08-22,Невский,Мятновы,74.5543108,880
2023-08-22,Невский,Сметанинковы,79.76725014,786
2023-08-21,Мышеостровский,Колбасовы,62.10679164,841
2023-08-21,Мышеостровский,Молочковы,69.67265178,489
2023-08-21,Мышеостровский,Мятновы,69.63914858,697
2023-08-21,Мышеостровский,Сметанинковы,65.58251083,238
2023-08-21,Краснокотейский,Колбасовы,66.28694948,546
2023-08-21,Краснокотейский,Молочковы,64.07010488,415
2023-08-21,Краснокотейский,Мятновы,68.65242186,629
2023-08-21,Краснокотейский,Сметанинковы,62.69017924,584
2023-08-21,Мышесельский,Колбасовы,68.5317229,461
2023-08-21,Мышесельский,Молочковы,64.77811861,641
2023-08-21,Мышесельский,Мятновы,71.16349306,1005
2023-08-21,Мышесельский,Сметанинковы,65.88726198,729
2023-08-21,Петрокотский,Колбасовы,63.06445561,603
2023-08-21,Петрокотский,Молочковы,63.28815475,679
2023-08-21,Петрокотский,Мятновы,67.78717903,692
2023-08-21,Петрокотский,Сметанинковы,66.89624499,679
2023-08-21,Приморский,Колбасовы,67.00367705,786
2023-08-21,Приморский,Молочковы,68.11758527,641
2023-08-21,Приморский,Мятновы,71.61567208,644
2023-08-21,Приморский,Сметанинковы,67.92681626,677
2023-08-21,Невский,Колбасовы,71.28806027,843
2023-08-21,Невский,Молочковы,68.02549685,611
2023-08-21,Невский,Мятновы,62.70518955,542
2023-08-21,Невский,Сметанинковы,69.25606154,623
2023-08-20,Мышеостровский,Колбасовы,70.66757518,921
2023-08-20,Мышеостровский,Молочковы,66.42791885,851
2023-08-20,Мышеостровский,Мятновы,71.47672785,634
2023-08-20,Мышеостровский,Сметанинковы,67.02431231,722
2023-08-20,Краснокотейский,Колбасовы,74.44823275,856
2023-08-20,Краснокотейский,Молочковы,74.79370559,796
2023-08-20,Краснокотейский,Мятновы,73.24371821,704
2023-08-20,Краснокотейский,Сметанинковы,69.93415825,766
2023-08-20,Мышесельский,Колбасовы,69.07343749,591
2023-08-20,Мышесельский,Молочковы,67.95862477,956
2023-08-20,Мышесельский,Мятновы,72.67845162,948
2023-08-20,Мышесельский,Сметанинковы,68.03206418,900
2023-08-20,Петрокотский,Колбасовы,66.97656452,840
2023-08-20,Петрокотский,Молочковы,67.90142121,481
2023-08-20,Петрокотский,Мятновы,72.29717952,954
2023-08-20,Петрокотский,Сметанинковы,67.77968743,671
2023-08-20,Приморский,Колбасовы,71.76286472,593
2023-08-20,Приморский,Молочковы,73.93230253,741
2023-08-20,Приморский,Мятновы,66.36519871,571
2023-08-20,Приморский,Сметанинковы,68.01193217,845
2023-08-20,Невский,Колбасовы,71.92746083,819
2023-08-20,Невский,Молочковы,75.02486042,831
2023-08-20,Невский,Мятновы,69.51147878,643
2023-08-20,Невский,Сметанинковы,74.16182409,1017
2023-08-19,Мышеостровский,Колбасовы,74.81920652,780
2023-08-19,Мышеостровский,Молочковы,75.90009111,753
2023-08-19,Мышеостровский,Мятновы,70.06381366,658
2023-08-19,Мышеостровский,Сметанинковы,77.63511974,981
2023-08-19,Краснокотейский,Колбасовы,71.93682987,684
2023-08-19,Краснокотейский,Молочковы,71.48588029,805
2023-08-19,Краснокотейский,Мятновы,77.78860327,924
2023-08-19,Краснокотейский,Сметанинковы,76.90972817,853
2023-08-19,Мышесельский,Колбасовы,74.45460731,798
2023-08-19,Мышесельский,Молочковы,71.70971653,750
2023-08-19,Мышесельский,Мятновы,76.18969386,928
2023-08-19,Мышесельский,Сметанинковы,79.02998603,672
2023-08-19,Петрокотский,Колбасовы,74.28187605,727
2023-08-19,Петрокотский,Молочковы,75.80855163,553
2023-08-19,Петрокотский,Мятновы,74.62740026,908
2023-08-19,Петрокотский,Сметанинковы,74.51132771,541
2023-08-19,Приморский,Колбасовы,72.10356146,1017
2023-08-19,Приморский,Молочковы,74.63710306,764
2023-08-19,Приморский,Мятновы,76.24439417,770
2023-08-19,Приморский,Сметанинковы,76.44986448,921
2023-08-19,Невский,Колбасовы,75.87211281,891
2023-08-19,Невский,Молочковы,76.80030605,918
2023-08-19,Невский,Мятновы,78.6627635,483
2023-08-19,Невский,Сметанинковы,72.34788012,1001
2023-08-18,Мышеостровский,Колбасовы,78.05312448,756
2023-08-18,Мышеостровский,Молочковы,77.01508662,1101
2023-08-18,Мышеостровский,Мятновы,84.39353537,1015
2023-08-18,Мышеостровский,Сметанинковы,82.82397136,784
2023-08-18,Краснокотейский,Колбасовы,85.57791328,475
2023-08-18,Краснокотейский,Молочковы,79.59550265,767
2023-08-18,Краснокотейский,Мятновы,81.61357041,948
2023-08-18,Краснокотейский,Сметанинковы,84.9597153,907
2023-08-18,Мышесельский,Колбасовы,84.52097541,539
2023-08-18,Мышесельский,Молочковы,84.74854255,824
2023-08-18,Мышесельский,Мятновы,80.37012867,995
2023-08-18,Мышесельский,Сметанинковы,82.06084962,577
2023-08-18,Петрокотский,Колбасовы,82.62666077,954
2023-08-18,Петрокотский,Молочковы,77.25055702,479
2023-08-18,Петрокотский,Мятновы,79.32694118,830
2023-08-18,Петрокотский,Сметанинковы,84.33192727,1052
2023-08-18,Приморский,Колбасовы,81.99642559,826
2023-08-18,Приморский,Молочковы,78.88564068,1018
2023-08-18,Приморский,Мятновы,78.20007343,807
2023-08-18,Приморский,Сметанинковы,77.95609998,587
2023-08-18,Невский,Колбасовы,86.12156416,1114
2023-08-18,Невский,Молочковы,85.72363598,1002
2023-08-18,Невский,Мятновы,81.40978598,557
2023-08-18,Невский,Сметанинковы,79.78914917,871
2023-08-17,Мышеостровский,Колбасовы,69.62824717,465
2023-08-17,Мышеостровский,Молочковы,69.31704145,529
2023-08-17,Мышеостровский,Мятновы,61.80885389,372
2023-08-17,Мышеостровский,Сметанинковы,70.15852908,559
2023-08-17,Краснокотейский,Колбасовы,69.99787405,650
2023-08-17,Краснокотейский,Молочковы,71.0945488,772
2023-08-17,Краснокотейский,Мятновы,63.80274508,573
2023-08-17,Краснокотейский,Сметанинковы,62.11572239,554
2023-08-17,Мышесельский,Колбасовы,68.35376631,477
2023-08-17,Мышесельский,Молочковы,70.79138431,445
2023-08-17,Мышесельский,Мятновы,67.94166651,623
2023-08-17,Мышесельский,Сметанинковы,66.64459753,969
2023-08-17,Петрокотский,Колбасовы,68.17723758,703
2023-08-17,Петрокотский,Молочковы,64.69309486,778
2023-08-17,Петрокотский,Мятновы,71.09293256,631
2023-08-17,Петрокотский,Сметанинковы,66.33184355,684
2023-08-17,Приморский,Колбасовы,67.71353798,711
2023-08-17,Приморский,Молочковы,67.28672101,621
2023-08-17,Приморский,Мятновы,63.35735766,437
2023-08-17,Приморский,Сметанинковы,70.12054256,907
2023-08-17,Невский,Колбасовы,66.91613677,703
2023-08-17,Невский,Молочковы,61.66634507,660
2023-08-17,Невский,Мятновы,62.18664198,696
2023-08-17,Невский,Сметанинковы,63.7577504,576
2023-08-16,Мышеостровский,Колбасовы,54.0296765,732
2023-08-16,Мышеостровский,Молочковы,55.6100756,583
2023-08-16,Мышеостровский,Мятновы,61.20691055,504
2023-08-16,Мышеостровский,Сметанинковы,54.95348908,518
2023-08-16,Краснокотейский,Колбасовы,62.80198523,561
2023-08-16,Краснокотейский,Молочковы,55.21420823,521
2023-08-16,Краснокотейский,Мятновы,62.41530719,447
2023-08-16,Краснокотейский,Сметанинковы,61.72862734,753
2023-08-16,Мышесельский,Колбасовы,54.13773484,691
2023-08-16,Мышесельский,Молочковы,53.24295961,341
2023-08-16,Мышесельский,Мятновы,59.40776935,573
2023-08-16,Мышесельский,Сметанинковы,58.46732424,500
2023-08-16,Петрокотский,Колбасовы,60.25226803,587
2023-08-16,Петрокотский,Молочковы,59.86655555,616
2023-08-16,Петрокотский,Мятновы,53.08494556,523
2023-08-16,Петрокотский,Сметанинковы,59.24332471,408
2023-08-16,Приморский,Колбасовы,57.0196228,775
2023-08-16,Приморский,Молочковы,56.95178389,618
2023-08-16,Приморский,Мятновы,56.20170054,434
2023-08-16,Приморский,Сметанинковы,57.33401331,662
2023-08-16,Невский,Колбасовы,58.73225806,484
2023-08-16,Невский,Молочковы,58.31581384,413
2023-08-16,Невский,Мятновы,58.30007169,555
2023-08-16,Невский,Сметанинковы,56.60369641,506
2023-08-15,Мышеостровский,Колбасовы,63.25403651,776
2023-08-15,Мышеостровский,Молочковы,69.06783632,638
2023-08-15,Мышеостровский,Мятновы,69.0630266,796
2023-08-15,Мышеостровский,Сметанинковы,68.06011549,481
2023-08-15,Краснокотейский,Колбасовы,65.00435012,654
2023-08-15,Краснокотейский,Молочковы,67.2292927,824
2023-08-15,Краснокотейский,Мятновы,71.4311363,902
2023-08-15,Краснокотейский,Сметанинковы,64.96229063,518
2023-08-15,Мышесельский,Колбасовы,66.13938022,683
2023-08-15,Мышесельский,Молочковы,66.65104689,645
2023-08-15,Мышесельский,Мятновы,65.27048442,808
2023-08-15,Мышесельский,Сметанинковы,73.04064323,548
2023-08-15,Петрокотский,Колбасовы,72.97011563,884
2023-08-15,Петрокотский,Молочковы,63.34204771,867
2023-08-15,Петрокотский,Мятновы,72.50244231,687
2023-08-15,Петрокотский,Сметанинковы,70.41604752,822
2023-08-15,Приморский,Колбасовы,65.89146239,545
2023-08-15,Приморский,Молочковы,70.5695503,773
2023-08-15,Приморский,Мятновы,63.75359743,672
2023-08-15,Приморский,Сметанинковы,66.53538428,616
2023-08-15,Невский,Колбасовы,67.7993625,618
2023-08-15,Невский,Молочковы,67.66021811,1009
2023-08-15,Невский,Мятновы,68.35026149,698
2023-08-15,Невский,Сметанинковы,71.21277254,694
2023-08-14,Мышеостровский,Колбасовы,63.70154355,710
2023-08-14,Мышеостровский,Молочковы,61.09814946,452
2023-08-14,Мышеостровский,Мятновы,67.22554,787
2023-08-14,Мышеостровский,Сметанинковы,58.76170377,631
2023-08-14,Краснокотейский,Колбасовы,61.67164099,740
2023-08-14,Краснокотейский,Молочковы,59.20123932,602
2023-08-14,Краснокотейский,Мятновы,63.48808981,725
2023-08-14,Краснокотейский,Сметанинковы,59.95772192,550
2023-08-14,Мышесельский,Колбасовы,65.33460183,517
2023-08-14,Мышесельский,Молочковы,61.60876533,653
2023-08-14,Мышесельский,Мятновы,64.67089496,552
2023-08-14,Мышесельский,Сметанинковы,65.20335753,822
2023-08-14,Петрокотский,Колбасовы,64.48223718,766
2023-08-14,Петрокотский,Молочковы,60.14401781,447
2023-08-14,Петрокотский,Мятновы,67.24488085,581
2023-08-14,Петрокотский,Сметанинковы,59.7559287,717
2023-08-14,Приморский,Колбасовы,64.61617423,585
2023-08-14,Приморский,Молочковы,65.08776741,515
2023-08-14,Приморский,Мятновы,66.24841835,830
2023-08-14,Приморский,Сметанинковы,62.45417637,490
2023-08-14,Невский,Колбасовы,58.40055883,426
2023-08-14,Невский,Молочковы,61.31497902,383
2023-08-14,Невский,Мятновы,58.04853453,649
2023-08-14,Невский,Сметанинковы,60.14998789,426
2023-08-13,Мышеостровский,Колбасовы,78.42201669,719
2023-08-13,Мышеостровский,Молочковы,77.44033994,738
2023-08-13,Мышеостровский,Мятновы,80.25766199,711
2023-08-13,Мышеостровский,Сметанинковы,82.80955056,984
2023-08-13,Краснокотейский,Колбасовы,78.0578539,738
2023-08-13,Краснокотейский,Молочковы,81.59492736,1022
2023-08-13,Краснокотейский,Мятновы,73.00272609,813
2023-08-13,Краснокотейский,Сметанинковы,82.36458866,1016
2023-08-13,Мышесельский,Колбасовы,79.40735932,878
2023-08-13,Мышесельский,Молочковы,74.81789462,1014
2023-08-13,Мышесельский,Мятновы,82.39414063,1018
2023-08-13,Мышесельский,Сметанинковы,79.83698391,789
2023-08-13,Петрокотский,Колбасовы,79.4168238,607
2023-08-13,Петрокотский,Молочковы,82.61827715,790
2023-08-13,Петрокотский,Мятновы,76.62037004,935
2023-08-13,Петрокотский,Сметанинковы,81.37750847,1005
2023-08-13,Приморский,Колбасовы,79.1133069,764
2023-08-13,Приморский,Молочковы,75.03329561,695
2023-08-13,Приморский,Мятновы,75.13166948,798
2023-08-13,Приморский,Сметанинковы,75.00150205,719
2023-08-13,Невский,Колбасовы,75.48776012,766
2023-08-13,Невский,Молочковы,78.09780502,939
2023-08-13,Невский,Мятновы,74.72776288,1001
2023-08-13,Невский,Сметанинковы,81.42362937,767
2023-08-12,Мышеостровский,Колбасовы,93.6463432,743
2023-08-12,Мышеостровский,Молочковы,94.49547439,1156
2023-08-12,Мышеостровский,Мятновы,96.4938199,846
2023-08-12,Мышеостровский,Сметанинковы,88.05912633,1016
2023-08-12,Краснокотейский,Колбасовы,96.63779348,1000
2023-08-12,Краснокотейский,Молочковы,96.94405867,937
2023-08-12,Краснокотейский,Мятновы,91.74288421,1129
2023-08-12,Краснокотейский,Сметанинковы,95.16501278,1055
2023-08-12,Мышесельский,Колбасовы,96.97516217,1189
2023-08-12,Мышесельский,Молочковы,90.0215517,1047
2023-08-12,Мышесельский,Мятновы,97.06430431,1132
2023-08-12,Мышесельский,Сметанинковы,93.5774717,867
2023-08-12,Петрокотский,Колбасовы,93.56395271,1172
2023-08-12,Петрокотский,Молочковы,88.75823401,934
2023-08-12,Петрокотский,Мятновы,88.2145891,848
2023-08-12,Петрокотский,Сметанинковы,95.6333806,1294
2023-08-12,Приморский,Колбасовы,89.39772845,665
2023-08-12,Приморский,Молочковы,91.05003872,1120
2023-08-12,Приморский,Мятновы,94.76044464,1294
2023-08-12,Приморский,Сметанинковы,91.2100393,779
2023-08-12,Невский,Колбасовы,92.54173377,1003
2023-08-12,Невский,Молочковы,92.59562637,840
2023-08-12,Невский,Мятновы,91.41971174,1028
2023-08-12,Невский,Сметанинковы,88.1278388,1100
2023-08-11,Мышеостровский,Колбасовы,64.62413095,518
2023-08-11,Мышеостровский,Молочковы,71.15202225,819
2023-08-11,Мышеостровский,Мятновы,63.47816693,742
2023-08-11,Мышеостровский,Сметанинковы,66.44708866,681
2023-08-11,Краснокотейский,Колбасовы,66.62498718,600
2023-08-11,Краснокотейский,Молочковы,67.27455105,854
2023-08-11,Краснокотейский,Мятновы,68.89290178,459
2023-08-11,Краснокотейский,Сметанинковы,62.51254722,901
2023-08-11,Мышесельский,Колбасовы,62.87416774,531
2023-08-11,Мышесельский,Молочковы,65.68783263,699
2023-08-11,Мышесельский,Мятновы,64.1228919,841
2023-08-11,Мышесельский,Сметанинковы,71.5481367,504
2023-08-11,Петрокотский,Колбасовы,66.12566075,706
2023-08-11,Петрокотский,Молочковы,66.85041453,653
2023-08-11,Петрокотский,Мятновы,69.93187825,728
2023-08-11,Петрокотский,Сметанинковы,71.07064515,601
2023-08-11,Приморский,Колбасовы,70.5095632,994
2023-08-11,Приморский,Молочковы,71.57597561,684
2023-08-11,Приморский,Мятновы,68.14944685,511
2023-08-11,Приморский,Сметанинковы,69.16734227,818
2023-08-11,Невский,Колбасовы,70.74382648,623
2023-08-11,Невский,Молочковы,62.99035618,579
2023-08-11,Невский,Мятновы,72.36187589,436
2023-08-11,Невский,Сметанинковы,64.93333317,626
2023-08-10,Мышеостровский,Колбасовы,77.13714841,661
2023-08-10,Мышеостровский,Молочковы,77.42156583,854
2023-08-10,Мышеостровский,Мятновы,71.30844937,552
2023-08-10,Мышеостровский,Сметанинковы,77.05424635,898
2023-08-10,Краснокотейский,Колбасовы,72.7826316,941
2023-08-10,Краснокотейский,Молочковы,72.57761793,989
2023-08-10,Краснокотейский,Мятновы,70.64595218,745
2023-08-10,Краснокотейский,Сметанинковы,71.1332451,1024
2023-08-10,Мышесельский,Колбасовы,73.91502472,675
2023-08-10,Мышесельский,Молочковы,70.43932715,666
2023-08-10,Мышесельский,Мятновы,70.27046631,789
2023-08-10,Мышесельский,Сметанинковы,78.13695491,789
2023-08-10,Петрокотский,Колбасовы,73.91841339,858
2023-08-10,Петрокотский,Молочковы,69.04321945,880
2023-08-10,Петрокотский,Мятновы,75.49761354,928
2023-08-10,Петрокотский,Сметанинковы,72.69349117,788
2023-08-10,Приморский,Колбасовы,70.5419333,675
2023-08-10,Приморский,Молочковы,77.65856627,920
2023-08-10,Приморский,Мятновы,73.48957954,602
2023-08-10,Приморский,Сметанинковы,71.79970182,598
2023-08-10,Невский,Колбасовы,70.37934348,687
2023-08-10,Невский,Молочковы,72.88726659,712
2023-08-10,Невский,Мятновы,72.93484897,662
2023-08-10,Невский,Сметанинковы,77.87816006,766
2023-08-09,Мышеостровский,Колбасовы,72.04949108,574
2023-08-09,Мышеостровский,Молочковы,66.59868105,715
2023-08-09,Мышеостровский,Мятновы,73.47041056,868
2023-08-09,Мышеостровский,Сметанинковы,75.20046565,746
2023-08-09,Краснокотейский,Колбасовы,67.41026281,711
2023-08-09,Краснокотейский,Молочковы,67.9555513,857
2023-08-09,Краснокотейский,Мятновы,70.97815905,746
2023-08-09,Краснокотейский,Сметанинковы,67.02937183,313
2023-08-09,Мышесельский,Колбасовы,70.21869961,764
2023-08-09,Мышесельский,Молочковы,71.79091105,964
2023-08-09,Мышесельский,Мятновы,66.32891532,704
2023-08-09,Мышесельский,Сметанинковы,69.87171513,535
2023-08-09,Петрокотский,Колбасовы,71.06072216,642
2023-08-09,Петрокотский,Молочковы,73.06848598,774
2023-08-09,Петрокотский,Мятновы,72.82410668,764
2023-08-09,Петрокотский,Сметанинковы,67.00755945,604
2023-08-09,Приморский,Колбасовы,72.78358999,825
2023-08-09,Приморский,Молочковы,71.89232304,615
2023-08-09,Приморский,Мятновы,66.52456062,615
2023-08-09,Приморский,Сметанинковы,68.92473883,604
2023-08-09,Невский,Колбасовы,75.17214138,887
2023-08-09,Невский,Молочковы,72.01849821,594
2023-08-09,Невский,Мятновы,68.64693675,589
2023-08-09,Невский,Сметанинковы,74.67987701,795
2023-08-08,Мышеостровский,Колбасовы,82.36227297,868
2023-08-08,Мышеостровский,Молочковы,81.17290036,797
2023-08-08,Мышеостровский,Мятновы,81.45208052,929
2023-08-08,Мышеостровский,Сметанинковы,82.29704539,827
2023-08-08,Краснокотейский,Колбасовы,85.45701267,898
2023-08-08,Краснокотейский,Молочковы,85.17191496,872
2023-08-08,Краснокотейский,Мятновы,88.12428563,857
2023-08-08,Краснокотейский,Сметанинковы,80.22087213,538
2023-08-08,Мышесельский,Колбасовы,83.46978576,724
2023-08-08,Мышесельский,Молочковы,84.88342791,763
2023-08-08,Мышесельский,Мятновы,84.42827976,807
2023-08-08,Мышесельский,Сметанинковы,78.55917946,899
2023-08-08,Петрокотский,Колбасовы,81.0941994,555
2023-08-08,Петрокотский,Молочковы,87.4132702,713
2023-08-08,Петрокотский,Мятновы,82.36005767,621
2023-08-08,Петрокотский,Сметанинковы,85.06129691,869
2023-08-08,Приморский,Колбасовы,81.41687588,687
2023-08-08,Приморский,Молочковы,78.77116086,938
2023-08-08,Приморский,Мятновы,80.5856428,723
2023-08-08,Приморский,Сметанинковы,82.09944847,494
2023-08-08,Невский,Колбасовы,79.51361717,550
2023-08-08,Невский,Молочковы,78.51297455,757
2023-08-08,Невский,Мятновы,79.10931337,955
2023-08-08,Невский,Сметанинковы,80.07902698,824
2023-08-07,Мышеостровский,Колбасовы,68.71657987,648
2023-08-07,Мышеостровский,Молочковы,68.90033803,662
2023-08-07,Мышеостровский,Мятновы,73.37258623,843
2023-08-07,Мышеостровский,Сметанинковы,70.83930457,506
2023-08-07,Краснокотейский,Колбасовы,71.51027183,521
2023-08-07,Краснокотейский,Молочковы,77.04405653,772
2023-08-07,Краснокотейский,Мятновы,69.58909481,660
2023-08-07,Краснокотейский,Сметанинковы,78.35849207,1254
2023-08-07,Мышесельский,Колбасовы,78.54659327,822
2023-08-07,Мышесельский,Молочковы,77.38935814,602
2023-08-07,Мышесельский,Мятновы,69.82946287,776
2023-08-07,Мышесельский,Сметанинковы,77.38410731,584
2023-08-07,Петрокотский,Колбасовы,69.14412845,775
2023-08-07,Петрокотский,Молочковы,75.96023869,899
2023-08-07,Петрокотский,Мятновы,70.25238971,732
2023-08-07,Петрокотский,Сметанинковы,69.52315582,585
2023-08-07,Приморский,Колбасовы,69.15854395,756
2023-08-07,Приморский,Молочковы,74.49609246,843
2023-08-07,Приморский,Мятновы,72.49135146,912
2023-08-07,Приморский,Сметанинковы,72.29665254,781
2023-08-07,Невский,Колбасовы,72.43207659,1084
2023-08-07,Невский,Молочковы,69.38006081,683
2023-08-07,Невский,Мятновы,68.8691902,508
2023-08-07,Невский,Сметанинковы,76.33409473,761
2023-08-06,Мышеостровский,Колбасовы,76.86829151,788
2023-08-06,Мышеостровский,Молочковы,71.79065153,764
2023-08-06,Мышеостровский,Мятновы,74.28673126,905
2023-08-06,Мышеостровский,Сметанинковы,77.86963229,1011
2023-08-06,Краснокотейский,Колбасовы,73.83581854,813
2023-08-06,Краснокотейский,Молочковы,77.37899476,1046
2023-08-06,Краснокотейский,Мятновы,73.45578287,766
2023-08-06,Краснокотейский,Сметанинковы,79.24888734,722
2023-08-06,Мышесельский,Колбасовы,78.07325898,515
2023-08-06,Мышесельский,Молочковы,71.82605674,753
2023-08-06,Мышесельский,Мятновы,69.96410834,765
2023-08-06,Мышесельский,Сметанинковы,71.0300319,728
2023-08-06,Петрокотский,Колбасовы,79.36671896,806
2023-08-06,Петрокотский,Молочковы,76.26787751,875
2023-08-06,Петрокотский,Мятновы,79.0154696,601
2023-08-06,Петрокотский,Сметанинковы,73.8243483,686
2023-08-06,Приморский,Колбасовы,73.32709097,598
2023-08-06,Приморский,Молочковы,73.62348009,752
2023-08-06,Приморский,Мятновы,73.05564471,781
2023-08-06,Приморский,Сметанинковы,76.41741287,963
2023-08-06,Невский,Колбасовы,79.49234271,707
2023-08-06,Невский,Молочковы,72.86682857,696
2023-08-06,Невский,Мятновы,74.40575052,515
2023-08-06,Невский,Сметанинковы,76.99418015,834
2023-08-05,Мышеостровский,Колбасовы,70.83291093,1061
2023-08-05,Мышеостровский,Молочковы,69.69304045,590
2023-08-05,Мышеостровский,Мятновы,75.97941422,697
2023-08-05,Мышеостровский,Сметанинковы,78.270533,885
2023-08-05,Краснокотейский,Колбасовы,73.2329364,1059
2023-08-05,Краснокотейский,Молочковы,72.6733204,897
2023-08-05,Краснокотейский,Мятновы,76.2725194,773
2023-08-05,Краснокотейский,Сметанинковы,77.46318819,690
2023-08-05,Мышесельский,Колбасовы,70.1987566,469
2023-08-05,Мышесельский,Молочковы,77.05998454,754
2023-08-05,Мышесельский,Мятновы,70.31183528,643
2023-08-05,Мышесельский,Сметанинковы,76.76421743,897
2023-08-05,Петрокотский,Колбасовы,76.94431264,534
2023-08-05,Петрокотский,Молочковы,74.94994068,525
2023-08-05,Петрокотский,Мятновы,77.08256832,908
2023-08-05,Петрокотский,Сметанинковы,73.37366273,445
2023-08-05,Приморский,Колбасовы,69.91479275,675
2023-08-05,Приморский,Молочковы,75.67271678,825
2023-08-05,Приморский,Мятновы,74.60532365,860
2023-08-05,Приморский,Сметанинковы,72.06700912,665
2023-08-05,Невский,Колбасовы,73.35783711,733
2023-08-05,Невский,Молочковы,74.69905035,701
2023-08-05,Невский,Мятновы,79.03262553,1056
2023-08-05,Невский,Сметанинковы,79.24344832,821
2023-08-04,Мышеостровский,Колбасовы,57.18916881,842
2023-08-04,Мышеостровский,Молочковы,59.54037454,637
2023-08-04,Мышеостровский,Мятновы,66.10308977,406
2023-08-04,Мышеостровский,Сметанинковы,64.53667628,571
2023-08-04,Краснокотейский,Колбасовы,64.74494528,880
2023-08-04,Краснокотейский,Молочковы,58.3900118,646
2023-08-04,Краснокотейский,Мятновы,66.74370654,587
2023-08-04,Краснокотейский,Сметанинковы,63.35059558,635
2023-08-04,Мышесельский,Колбасовы,62.48366184,775
2023-08-04,Мышесельский,Молочковы,60.58983244,497
2023-08-04,Мышесельский,Мятновы,62.10603685,453
2023-08-04,Мышесельский,Сметанинковы,62.97447103,515
2023-08-04,Петрокотский,Колбасовы,62.51718705,554
2023-08-04,Петрокотский,Молочковы,65.53358331,515
2023-08-04,Петрокотский,Мятновы,66.38522439,910
2023-08-04,Петрокотский,Сметанинковы,64.41307879,496
2023-08-04,Приморский,Колбасовы,62.17857746,780
2023-08-04,Приморский,Молочковы,66.10104168,850
2023-08-04,Приморский,Мятновы,61.15813134,501
2023-08-04,Приморский,Сметанинковы,59.47303327,652
2023-08-04,Невский,Колбасовы,61.91700573,819
2023-08-04,Невский,Молочковы,57.89740276,597
2023-08-04,Невский,Мятновы,59.71623813,416
2023-08-04,Невский,Сметанинковы,60.02450657,332
2023-08-03,Мышеостровский,Колбасовы,73.59400758,736
2023-08-03,Мышеостровский,Молочковы,66.52785042,797
2023-08-03,Мышеостровский,Мятновы,68.29525841,608
2023-08-03,Мышеостровский,Сметанинковы,63.81129174,564
2023-08-03,Краснокотейский,Колбасовы,73.10689174,730
2023-08-03,Краснокотейский,Молочковы,69.20085057,533
2023-08-03,Краснокотейский,Мятновы,67.47578696,585
2023-08-03,Краснокотейский,Сметанинковы,65.25007585,434
2023-08-03,Мышесельский,Колбасовы,70.16680137,648
2023-08-03,Мышесельский,Молочковы,70.79677768,656
2023-08-03,Мышесельский,Мятновы,65.8374872,636
2023-08-03,Мышесельский,Сметанинковы,68.99242092,942
2023-08-03,Петрокотский,Колбасовы,73.2099694,667
2023-08-03,Петрокотский,Молочковы,66.74066932,879
2023-08-03,Петрокотский,Мятновы,66.1227735,787
2023-08-03,Петрокотский,Сметанинковы,72.72543782,841
2023-08-03,Приморский,Колбасовы,70.74476172,626
2023-08-03,Приморский,Молочковы,71.09420411,525
2023-08-03,Приморский,Мятновы,64.04643568,826
2023-08-03,Приморский,Сметанинковы,65.461616,625
2023-08-03,Невский,Колбасовы,65.15047326,504
2023-08-03,Невский,Молочковы,65.36426363,650
2023-08-03,Невский,Мятновы,66.03482694,368
2023-08-03,Невский,Сметанинковы,65.78252483,714
2023-08-02,Мышеостровский,Колбасовы,94.95975511,856
2023-08-02,Мышеостровский,Молочковы,95.26768733,877
2023-08-02,Мышеостровский,Мятновы,98.27739341,946
2023-08-02,Мышеостровский,Сметанинковы,92.60625404,914
2023-08-02,Краснокотейский,Колбасовы,90.56584506,801
2023-08-02,Краснокотейский,Молочковы,93.98728165,516
2023-08-02,Краснокотейский,Мятновы,95.7558878,416
2023-08-02,Краснокотейский,Сметанинковы,94.36270385,1073
2023-08-02,Мышесельский,Колбасовы,92.21894268,673
2023-08-02,Мышесельский,Молочковы,95.64601079,1139
2023-08-02,Мышесельский,Мятновы,97.86201914,1121
2023-08-02,Мышесельский,Сметанинковы,93.88036105,992
2023-08-02,Петрокотский,Колбасовы,96.39118339,1341
2023-08-02,Петрокотский,Молочковы,90.63301884,1081
2023-08-02,Петрокотский,Мятновы,90.75595086,690
